claim_id,claimant_name,ssn,dob,injury_date,reported_date,injury_type,body_part,claim_status,adjuster_id,region,claim_amount,employee_id
CLM-00162,Jessica Little,153-38-2321,1991-02-16,2024-01-18,2024-01-22,Burn,Face,CLOSED,ADJ-11,Inland Empire,16582.34,EMP-W-4767
CLM-00163,Tracy Jones,296-71-7705,08-APR-1990,2024-03-09,2024-03-14,Sprain,Knee,CLOSED,ADJ-13,Inland Empire,5515.05,EMP-W-4274
CLM-00164,Tanner Mitchell DDS,567-98-6045,1973-08-22,2024-09-06,2024-09-09,Sprain,Knee,OPEN,ADJ-08,Sacramento,7344.02,EMP-W-1301
CLM-00165,Penny Gomez MD,139-22-0793,1993-05-20,2024-02-01,2024-02-06,Fracture,Leg,OPEN,ADJ-04,Bay Area,7858.37,EMP-W-2347
CLM-00166,Jesse Tucker,160-17-3964,27-NOV-2002,2024-07-25,2024-07-30,Strain,Neck,OPEN,ADJ-06,Bay Area,5020.3,EMP-W-4625
CLM-00167,Steven Stein,855-48-9403,1980-06-20,22-APR-2024,2024-04-25,Fracture,Arm,CLOSED,ADJ-02,Northern CA,23218.49,EMP-W-1735
CLM-00168,Michael Anderson,001-37-7550,1997-06-15,06/26/2024,06/26/2024,Sprain,Ankle,CLOSED,ADJ-14,Sacramento,4690.03,EMP-W-2825
CLM-00169,Keith Johnson,516-64-2069,1963-12-11,2025-03-16,03/16/2025,Strain,Shoulder,OPEN,ADJ-02,Northern CA,6822.7,EMP-W-4948
CLM-00170,Rebecca Patel,025-41-7983,12/26/1974,2025-02-09,2025-02-13,Contusion,Thigh,OPEN,ADJ-13,Inland Empire,5162.72,EMP-W-2703
CLM-00171,Barbara Flores,769-03-3532,1991-02-07,2024-07-24,2024-07-28,Sprain,Ankle,OPEN,ADJ-01,Southern CA,8643.57,EMP-W-4088
CLM-00172,Christopher Jones,794-82-2412,1992-01-31,02/28/2024,02/29/2024,Sprain,Knee,CLOSED,ADJ-03,Southern CA,5430.4,EMP-W-2292
CLM-00173,Morgan Flynn,886-76-2292,2005-08-19,2024-04-14,2024-04-17,Laceration,Scalp,CLOSED,ADJ-06,Northern CA,4448.07,EMP-W-3239
CLM-00174,Deanna Kennedy,813-39-6494,1978-02-06,2024-09-10,2024-09-15,Burn,Arm,CLOSED,ADJ-13,Southern CA,4724.12,EMP-W-3969
CLM-00175,Derrick Anderson,134-54-0842,1978-02-28,2024-04-22,2024-04-23,Contusion,Hip,CLOSED,ADJ-07,Inland Empire,6508,EMP-W-1730
CLM-00176,Heather Davis,890-62-1111,06/13/1985,2024-10-04,2024-10-05,Fracture,Wrist,CLOSED,ADJ-13,Sacramento,11286.53,EMP-W-3377
CLM-00177,Alex Barton,340-25-5085,1995-12-12,2024-10-19,2024-10-22,Sprain,Ankle,CLOSED,ADJ-06,Northern CA,3470.94,EMP-W-4799
CLM-00178,Elizabeth Matthews,460-52-5473,03/05/2003,03-MAR-2025,2025-03-06,Sprain,Wrist,CLOSED,ADJ-13,Sacramento,4898.6,EMP-W-3205
CLM-00179,April Davis,158-49-5410,06/02/2006,2024-11-14,2024-11-14,Laceration,Scalp,CLOSED,ADJ-04,Northern CA,3546.74,EMP-W-2155
CLM-00180,Richard Hartman,732-57-4377,1971-04-05,2024-01-03,04-JAN-2024,Sprain,Knee,OPEN,ADJ-04,Sacramento,10309.39,EMP-W-4053
CLM-00181,Kelly Rowe,146-98-3217,1967-10-22,06/01/2025,2025-06-06,Burn,Arm,OPEN,ADJ-13,Central Valley,17694.97,EMP-W-2670
CLM-00182,Sherri Smith,438-71-9310,10/29/1978,2024-01-07,2024-01-11,Contusion,Shoulder,CLOSED,ADJ-14,Northern CA,4556.35,EMP-W-4382
CLM-00183,Dawn Burke,117-11-7531,1984-10-14,2024-06-15,2024-06-17,Contusion,Thigh,CLOSED,ADJ-01,Central Valley,7295.3,EMP-W-3078
CLM-00184,Rebecca Roberts,232-03-7109,1994-05-11,29-JAN-2024,2024-02-02,Contusion,Thigh,CLOSED,ADJ-13,Central Valley,5286.46,EMP-W-4181
CLM-00185,John Holt,279-43-8337,1981-12-01,2024-07-13,07/13/2024,Contusion,Thigh,CLOSED,ADJ-14,Sacramento,6888.25,EMP-W-3211
CLM-00186,Mr. Kyle Thomas DDS,715-70-8288,03/02/1986,2025-04-28,2025-04-28,Strain,Shoulder,CLOSED,ADJ-04,Central Valley,6525.3,EMP-W-3678
CLM-00187,Bethany Robles,423-96-6552,1989-12-30,2025-03-26,03/28/2025,Burn,Hand,CLOSED,ADJ-09,Northern CA,24857,EMP-W-3653
CLM-00188,Daniel Freeman,581-43-4901,1966-12-26,2024-04-28,2024-04-30,Strain,Neck,CLOSED,ADJ-08,Bay Area,2493.27,EMP-W-2281
CLM-00189,John Duncan,485-04-5469,01-SEP-1986,02/07/2024,2024-02-11,Contusion,Shoulder,CLOSED,ADJ-09,Southern CA,5368.4,EMP-W-2186
CLM-00190,Jesse Williams,122-40-3862,28-JUL-1994,2025-03-31,2025-04-03,Sprain,Ankle,CLOSED,ADJ-15,Northern CA,3751.24,EMP-W-2284
CLM-00191,Michael Lucas,874-11-1650,01/19/1967,27-AUG-2024,2024-09-01,Strain,Shoulder,OPEN,ADJ-12,Bay Area,8781.35,EMP-W-3366
CLM-00192,Martin Jones,864-47-5854,2006-10-15,2025-04-18,2025-04-22,Laceration,Hand,CLOSED,ADJ-05,Northern CA,3134.98,EMP-W-4717
CLM-00193,Lauren Trujillo,586-12-0663,1972-09-15,04/20/2025,04/20/2025,Fracture,Wrist,OPEN,ADJ-11,Central Valley,15507.62,EMP-W-3692
CLM-00194,Elaine Brooks,852-79-4661,11/24/1970,2024-07-29,2024-08-01,Fracture,Hand,CLOSED,ADJ-10,Central Valley,20960.51,EMP-W-1286
CLM-00195,Pamela Weaver,712-61-7414,1985-11-16,2024-11-02,11/04/2024,Contusion,Thigh,OPEN,ADJ-11,Sacramento,8394.8,EMP-W-2372
CLM-00196,Matthew White,602-16-2420,16-OCT-1968,2024-05-19,19-MAY-2024,Burn,Hand,CLOSED,ADJ-07,Sacramento,22404.72,EMP-W-3203
CLM-00197,Marie Christian,460-17-2447,18-JUN-1966,08/26/2024,2024-08-30,Burn,Arm,CLOSED,ADJ-03,Bay Area,11384.17,EMP-W-1278
CLM-00198,Karen Wolf,290-99-5452,2008-04-06,2024-10-23,10/28/2024,Sprain,Ankle,CLOSED,ADJ-07,Bay Area,6900.6,EMP-W-4250
CLM-00199,Terri Williams,328-75-3920,28-MAR-1994,2024-12-13,2024-12-17,Strain,Lower Back,CLOSED,ADJ-08,Southern CA,6838.97,EMP-W-3390
CLM-00200,Mr. Daniel Martin,862-33-6383,1974-02-28,2025-02-21,2025-02-24,Burn,Hand,CLOSED,ADJ-02,Central Valley,9667.02,EMP-W-2296
CLM-00201,James Todd,833-64-7595,2006-04-06,01-AUG-2024,2024-08-04,Contusion,Shoulder,CLOSED,ADJ-02,Southern CA,4785.22,EMP-W-2540
CLM-00202,Richard Harper,499-43-2428,1964-04-28,2025-02-27,2025-03-03,Contusion,Thigh,CLOSED,ADJ-08,Central Valley,8307.41,EMP-W-4001
CLM-00203,Kathryn Price,144-31-8402,07/24/2002,06/06/2025,2025-06-06,Fracture,Arm,CLOSED,ADJ-09,Central Valley,24585.24,EMP-W-1944
CLM-00204,Lindsay Rogers,508-36-3314,1973-09-30,08/28/2024,2024-08-31,Burn,Arm,OPEN,ADJ-13,Sacramento,17223.88,EMP-W-4037
CLM-00205,Sonia Reyes,217-19-5448,10/06/2007,2025-02-18,18-FEB-2025,Burn,Hand,CLOSED,ADJ-11,Inland Empire,7511.89,EMP-W-4648
CLM-00206,Whitney Peters,675-95-8274,1980-01-27,2024-03-30,2024-04-24,Strain,Neck,OPEN,ADJ-06,Bay Area,7662.12,EMP-W-1072
CLM-00207,Aimee Gonzalez,292-43-0294,1989-03-08,2025-01-27,2025-01-27,Burn,Hand,CLOSED,ADJ-06,Central Valley,12239.86,EMP-W-1897
CLM-00208,Kevin Cunningham,837-30-9496,1978-10-04,03/05/2025,2025-03-08,Strain,Neck,CLOSED,ADJ-03,Bay Area,5832.87,EMP-W-2260
CLM-00209,Amanda Sullivan MD,549-70-6829,1962-07-30,27-MAY-2025,2025-05-31,Fracture,Arm,OPEN,ADJ-05,Sacramento,19312.75,EMP-W-1924
CLM-00210,Lisa Haley,559-84-3282,1962-06-07,2024-09-03,2024-09-08,Laceration,Hand,CLOSED,ADJ-13,Inland Empire,5697.73,EMP-W-2220
CLM-00211,Veronica Berry,747-21-5922,02/08/1968,2024-02-27,01-MAR-2024,Sprain,Wrist,CLOSED,ADJ-07,Bay Area,7930.69,EMP-W-2932
CLM-00212,Donna Frye,784-37-5071,1998-05-15,2024-01-16,01/18/2024,Contusion,Shoulder,CLOSED,ADJ-04,Central Valley,4382.56,EMP-W-2907
CLM-00213,Eric Blackburn,524-16-7885,2006-12-03,2025-06-19,06/20/2025,Strain,Shoulder,CLOSED,ADJ-12,Inland Empire,9818.83,EMP-W-2491
CLM-00214,Mr. Daniel Martin,630-36-1365,15-SEP-1985,2024-05-30,2024-06-02,Sprain,Ankle,CLOSED,ADJ-13,Inland Empire,3618.98,EMP-W-2296
CLM-00215,Eric Kane,808-12-5788,1973-06-20,06/02/2025,2025-06-03,Contusion,Hip,CLOSED,ADJ-01,Inland Empire,2985.3,EMP-W-4134
CLM-00216,Dr. John Jenkins,398-25-8935,30-JUN-1978,04/15/2025,18-APR-2025,Fracture,Arm,CLOSED,ADJ-13,Central Valley,8495.45,EMP-W-4443
CLM-00217,Patricia Schwartz,743-03-1416,1965-10-12,2024-01-10,2024-01-15,Laceration,Forearm,CLOSED,ADJ-12,Central Valley,4472.45,EMP-W-2841
CLM-00218,Brian Miller,167-19-5605,1972-05-17,2024-05-03,2024-05-03,Laceration,Forearm,CLOSED,ADJ-05,Southern CA,5059.84,EMP-W-3668
CLM-00219,Travis Hull,535-89-8763,09/05/1974,2024-03-03,2024-03-13,Laceration,Hand,CLOSED,ADJ-13,Bay Area,5022.59,EMP-W-2101
CLM-00220,Evelyn Martinez,763-30-8100,1999-05-26,2024-12-22,2024-12-24,Laceration,Hand,OPEN,ADJ-07,Bay Area,2796.91,EMP-W-1483
CLM-00221,Lisa Hernandez,790-59-6346,1983-05-23,02/15/2024,02/20/2024,Strain,Lower Back,OPEN,ADJ-14,Southern CA,2604.38,EMP-W-4468
CLM-00222,Laura Ritter,658-48-3263,1964-04-27,2024-03-01,2024-03-02,Fracture,Arm,OPEN,ADJ-11,Bay Area,11988.55,EMP-W-4299
CLM-00223,Deborah Roberson,038-58-3082,1961-09-19,2024-08-24,08/26/2024,Contusion,Thigh,OPEN,ADJ-15,Sacramento,3713.96,EMP-W-4033
CLM-00224,Jason Williams,485-64-9070,1999-01-01,2024-01-16,01/18/2024,Sprain,Ankle,CLOSED,ADJ-15,Central Valley,6438.65,EMP-W-2139
CLM-00225,Ann Kennedy,057-39-2244,15-JAN-1979,08/22/2024,2024-08-23,Strain,Neck,CLOSED,ADJ-15,Northern CA,8016.84,EMP-W-2744
CLM-00226,Joseph Wilson,417-03-0429,13-NOV-1980,2024-08-29,2024-08-31,Strain,Shoulder,CLOSED,ADJ-12,Sacramento,7382.79,EMP-W-1629
CLM-00227,Melanie Long,336-24-1525,1970-10-25,24-JUN-2024,2024-06-26,Sprain,Knee,CLOSED,ADJ-08,Southern CA,7212.27,EMP-W-3173
CLM-00228,Eric Patrick,538-78-9823,1968-04-11,03-JUL-2024,03-JUL-2024,Contusion,Hip,OPEN,ADJ-03,Southern CA,9921.09,EMP-W-1773
CLM-00229,Timothy Olson,051-36-5104,1998-11-27,2025-01-14,2025-01-18,Sprain,Ankle,CLOSED,ADJ-05,Central Valley,5864.41,EMP-W-3355
CLM-00230,Matthew Moore,773-70-1306,1998-10-26,2024-05-12,2024-05-16,Laceration,Forearm,OPEN,ADJ-01,Sacramento,4265.14,EMP-W-1225
CLM-00231,Kristen Gallegos,592-89-8947,1981-09-09,2024-12-23,2024-12-23,Strain,Neck,OPEN,ADJ-03,Central Valley,7866.56,EMP-W-3931
CLM-00232,Maria Brown,566-85-4875,04/19/1968,19-DEC-2024,2024-12-20,Sprain,Wrist,CLOSED,ADJ-05,Central Valley,5166.04,EMP-W-1690
CLM-00233,Heather Miller,414-97-0668,09-SEP-1982,2024-08-13,2024-08-13,Strain,Lower Back,CLOSED,ADJ-05,Central Valley,9346.24,EMP-W-3472
CLM-00234,Robert Potter,044-61-5917,1989-02-02,2024-08-21,2024-08-24,Fracture,Wrist,CLOSED,ADJ-04,Bay Area,15867.85,EMP-W-1137
CLM-00235,Michael Smith,646-03-7706,04/29/1976,2025-03-29,2025-03-30,Laceration,Scalp,OPEN,ADJ-07,Southern CA,2978.74,EMP-W-3233
CLM-00236,Nicholas Duffy,061-56-3458,2003-03-13,2024-11-05,2024-11-10,Sprain,Wrist,CLOSED,ADJ-05,Northern CA,4899.56,EMP-W-3764
CLM-00237,Valerie English,683-50-3154,1997-05-19,2024-08-15,2024-08-17,Burn,Hand,OPEN,ADJ-13,Bay Area,20434.13,EMP-W-4907
CLM-00238,Danielle Mcdaniel,002-15-6645,30-AUG-2001,2025-06-14,14-JUN-2025,Contusion,Shoulder,CLOSED,ADJ-09,Southern CA,6497.04,EMP-W-3577
CLM-00239,Earl Romero,137-28-4531,1969-02-16,02-MAY-2024,05/07/2024,Strain,Lower Back,OPEN,ADJ-15,Central Valley,6708.44,EMP-W-4444
CLM-00240,Jerry Johnson,742-83-2020,07/23/1986,2024-01-01,2024-01-02,Burn,Hand,CLOSED,ADJ-12,Northern CA,17946.53,EMP-W-2544
CLM-00241,Jason Stein,051-33-0051,1990-12-13,19-APR-2025,23-APR-2025,Laceration,Forearm,OPEN,ADJ-10,Bay Area,3947.6,EMP-W-1158
CLM-00242,Ryan Barker,475-21-1007,1965-07-09,10-SEP-2024,2024-09-15,Contusion,Thigh,CLOSED,ADJ-09,Sacramento,6001.43,EMP-W-4020
CLM-00243,Veronica Flores,357-39-3676,1992-01-16,04/22/2025,2025-04-23,Burn,Face,OPEN,ADJ-13,Northern CA,12794.92,EMP-W-3673
CLM-00244,Michelle Prince,206-89-4516,1993-11-29,02/04/2024,06-FEB-2024,Laceration,Hand,CLOSED,ADJ-01,Bay Area,2686.98,EMP-W-3542
CLM-00245,Michael Lee,400-35-2629,1994-02-25,2024-11-19,2024-11-19,Sprain,Wrist,CLOSED,ADJ-08,Southern CA,5759.52,EMP-W-3690
CLM-00246,Joshua Martin,226-57-2188,08/19/1962,2024-03-19,03/23/2024,Laceration,Forearm,CLOSED,ADJ-01,Inland Empire,2870.65,EMP-W-2927
CLM-00247,Rose Mcdonald,765-52-0333,1965-10-01,2024-11-15,2024-11-15,Fracture,Arm,OPEN,ADJ-12,Sacramento,12266.0,EMP-W-3937
CLM-00248,Angel Knight,581-14-3953,1980-09-16,2025-03-31,03/31/2025,Burn,Arm,CLOSED,ADJ-06,Bay Area,9134.75,EMP-W-3841
CLM-00249,Joel Williams,259-32-9109,2003-03-21,2024-04-30,05/04/2024,Burn,Face,CLOSED,ADJ-11,Northern CA,5238.17,EMP-W-1169
CLM-00250,Randall Cox,112-94-5020,05/17/1990,12/13/2024,2024-12-17,Contusion,Thigh,CLOSED,ADJ-08,Central Valley,4724.62,EMP-W-4371
CLM-00251,Lucas Schultz,333-06-5508,1985-10-01,2024-05-03,03-MAY-2024,Strain,Shoulder,CLOSED,ADJ-01,Inland Empire,10714.02,EMP-W-2090
CLM-00252,Megan Green,483-98-3952,1997-09-13,2024-05-07,2024-05-12,Contusion,Shoulder,CLOSED,ADJ-10,Central Valley,6994.65,EMP-W-1923
CLM-00253,Christopher Davis,548-95-1190,1968-06-12,2025-03-07,2025-03-10,Burn,Arm,CLOSED,ADJ-02,Northern CA,24007.86,EMP-W-2839
CLM-00254,Crystal Cruz,698-71-7230,1970-09-13,2024-05-06,2024-05-11,Burn,Hand,CLOSED,ADJ-10,Sacramento,10959.76,EMP-W-2308
CLM-00255,Matthew Clark,096-44-3879,2003-02-04,05/05/2025,05/06/2025,Burn,Face,CLOSED,ADJ-01,Southern CA,19027.63,EMP-W-3828
CLM-00256,Mark Taylor Jr.,863-63-3545,06/27/1989,2025-06-21,2025-06-26,Burn,Arm,CLOSED,ADJ-06,Northern CA,15153.29,EMP-W-3027
CLM-00257,Corey Cortez,339-13-1454,1995-09-28,01/05/2025,2025-01-05,Strain,Lower Back,CLOSED,ADJ-10,Sacramento,6128.28,EMP-W-2815
CLM-00258,Dustin Harris,597-30-9432,05/11/1980,2024-03-13,2024-03-15,Fracture,Hand,CLOSED,ADJ-09,Southern CA,22850.45,EMP-W-4259
CLM-00259,Steven Carrillo,751-23-3209,1975-09-10,2024-06-16,2024-06-20,Burn,Face,OPEN,ADJ-08,Northern CA,15201.94,EMP-W-2790
CLM-00260,Crystal Anderson,376-81-4909,03/13/2008,10/02/2024,10/05/2024,Laceration,Scalp,CLOSED,ADJ-04,Bay Area,1826.48,EMP-W-3813
CLM-00261,Chad Daugherty,112-11-2582,1975-11-16,10/25/2024,10/27/2024,Contusion,Shoulder,CLOSED,ADJ-05,Northern CA,6157.13,EMP-W-4312
CLM-00262,Sean Cisneros,075-20-6801,1968-11-04,2024-01-21,2024-01-24,Strain,Neck,CLOSED,ADJ-05,Northern CA,8187.32,EMP-W-3991
CLM-00263,Pam Baker,849-77-8731,2006-05-31,2024-11-21,11/24/2024,Strain,Neck,CLOSED,ADJ-07,Inland Empire,5031.69,EMP-W-3158
CLM-00264,Shelly Alexander,201-52-4843,01/07/1987,2024-09-30,2024-10-05,Contusion,Hip,CLOSED,ADJ-01,Sacramento,5930.24,EMP-W-1274
CLM-00265,Ms. Janet Leonard,531-24-8832,1977-03-28,2024-12-14,2024-12-17,Laceration,Forearm,CLOSED,ADJ-01,Central Valley,5789.35,EMP-W-4631
CLM-00266,Christine Park,000000000,01-DEC-1964,2025-04-03,2025-04-05,Burn,Face,OPEN,ADJ-12,Northern CA,17450.67,EMP-W-4576
CLM-00267,"Morales, Heather",563-18-2922,1964-06-17,2025-06-01,2025-06-04,CONTUSION,Shoulder,CLOSED,ADJ-03,bay area,2976.93,EMP-W-4387
CLM-00268,Debra Christian,438-63-3364,21-DEC-1970,2024-05-15,05/19/2024,Laceration,Scalp,CLOSED,ADJ-10,Southern CA,4457.92,EMP-W-1193
CLM-00269,Elizabeth Foster,868-44-0491,1963-09-19,15-AUG-2024,20-AUG-2024,Laceration,Scalp,OPEN,ADJ-05,Northern CA,4375.89,EMP-W-3150
CLM-00270,Donna Stanton,784-02-0448,09/16/2006,25-AUG-2024,2024-08-28,Fracture,Wrist,OPEN,ADJ-01,Bay Area,21398.07,EMP-W-3354
CLM-00271,Kyle Welch,807-81-9911,03/23/1963,2024-09-17,2024-09-21,Burn,Face,CLOSED,ADJ-15,Southern CA,17361.67,EMP-W-2422
CLM-00272,Lisa Joseph,503-67-1256,09/17/1971,2024-09-18,2024-09-19,Burn,Arm,CLOSED,ADJ-12,Southern CA,11166.03,EMP-W-2584
CLM-00273,David Reed,180-98-4735,1995-08-02,03/15/2024,03/16/2024,Fracture,Wrist,OPEN,ADJ-15,Central Valley,17716.59,EMP-W-1902
CLM-00274,Christopher Lopez,637-06-5147,1987-04-15,2024-06-10,2024-06-13,Fracture,Arm,CLOSED,ADJ-13,Bay Area,24435.57,EMP-W-3596
CLM-00275,Jasmine Frye,481-06-8310,1991-01-17,2024-06-01,2024-06-06,Contusion,Shoulder,OPEN,ADJ-09,Central Valley,4166.62,EMP-W-2198
CLM-00276,Brandon Powell,555-0100,03/08/1980,2024-03-20,03/20/2024,Strain,Neck,CLOSED,ADJ-11,Sacramento,6306.15,EMP-W-4872
CLM-00277,Melissa Stephens,379-85-0803,1986-05-21,2024-12-09,12/14/2024,Contusion,Hip,OPEN,ADJ-01,Inland Empire,6227.12,EMP-W-1758
CLM-00278,"Heath, Dale",421-78-9147,1992-10-07,2024-05-13,2024-05-15,sprain,Knee,CLOSED,ADJ-02,inland empire,9647.17,EMP-W-2309
CLM-00279,Sean Wagner,570-68-0082,1979-04-08,2025-03-23,2025-03-28,Fracture,Leg,CLOSED,ADJ-04,Northern CA,20143.12,EMP-W-4895
CLM-00280,Angela Brown,249-20-1074,1971-02-04,2025-02-21,2025-02-25,Contusion,Thigh,CLOSED,ADJ-04,Southern CA,3400.28,EMP-W-3299
CLM-00281,Bryan Gomez,740-93-8657,1990-10-14,2024-01-24,2024-01-25,Strain,Lower Back,CLOSED,ADJ-08,Inland Empire,6164.82,EMP-W-1363
CLM-00282,Stephen Young,769-48-4762,05-MAY-1964,2025-06-01,2025-06-01,Contusion,Hip,OPEN,ADJ-11,Central Valley,5201.93,EMP-W-2620
CLM-00283,Casey Perez,192-52-3754,2007-06-13,2024-04-12,16-APR-2024,Burn,Hand,OPEN,ADJ-02,Central Valley,16590.52,EMP-W-1841
CLM-00284,Thomas Rodriguez,749-14-6036,1977-11-23,2024-02-03,2024-02-03,Strain,Neck,OPEN,ADJ-04,Northern CA,8447.23,EMP-W-4793
CLM-00285,Tyler Salazar,570-90-8208,1996-10-06,2024-11-27,11/27/2024,Strain,Lower Back,OPEN,ADJ-13,Central Valley,9114.82,EMP-W-2566
CLM-00286,Justin Anderson,214-98-5818,09-SEP-1974,2024-03-14,2024-03-14,Laceration,Hand,CLOSED,ADJ-05,Sacramento,6052.7,EMP-W-2207
CLM-00287,"James, Nicolas",558-07-9937,1974-12-24,2024-09-16,2024-09-18,strain,Neck,CLOSED,ADJ-13,inland empire,9094.18,EMP-W-2592
CLM-00288,Christina Washington,247-76-1498,2004-05-24,2024-01-27,01/30/2024,Laceration,Forearm,CLOSED,ADJ-05,Inland Empire,4453.24,EMP-W-2482
CLM-00289,Deborah Wood,696-26-8071,20-MAR-1976,2024-05-18,2024-05-18,Strain,Neck,CLOSED,ADJ-09,Inland Empire,1904.16,EMP-W-4982
CLM-00290,Kyle Welch,513-53-9053,02/25/1997,2024-11-17,11/20/2024,Burn,Arm,OPEN,ADJ-10,Southern CA,19804.73,EMP-W-2422
CLM-00291,Kevin Huerta,12-345-678,1962-05-11,2024-08-20,2024-08-24,Burn,Arm,OPEN,ADJ-14,Inland Empire,20005.89,EMP-W-3632
CLM-00292,Matthew Guzman,251-89-6182,07-MAR-1984,2024-03-25,2024-03-28,Laceration,Hand,CLOSED,ADJ-11,Sacramento,5610.08,EMP-W-2521
CLM-00293,Mr. David Wright,484-82-8149,1979-06-03,15-OCT-2024,10/16/2024,Fracture,Wrist,OPEN,ADJ-05,Sacramento,20171.88,EMP-W-1739
CLM-00294,Michael Roberson,619-10-2019,1997-04-03,2025-04-08,04/09/2025,Sprain,Wrist,CLOSED,ADJ-13,Northern CA,9403.2,EMP-W-2137
CLM-00295,Richard Dawson,200-22-2584,1976-02-19,2025-01-02,2025-01-06,Sprain,Ankle,CLOSED,ADJ-10,Southern CA,5483.18,EMP-W-4800
CLM-00296,Victoria Juarez,622-78-8288,1971-07-12,2025-01-17,01/20/2025,Sprain,Ankle,CLOSED,ADJ-01,Bay Area,9491.79,EMP-W-3634
CLM-00297,Donna Frye,134-67-8784,1989-03-06,2024-10-18,10/23/2024,Contusion,Shoulder,CLOSED,ADJ-01,Inland Empire,5087.77,EMP-W-2907
CLM-00298,Donna Landry,800-03-0691,1974-08-05,2024-09-08,09/11/2024,Sprain,Ankle,CLOSED,ADJ-08,Bay Area,8137.41,EMP-W-1246
CLM-00299,Noah Morgan,896-08-8524,1975-04-17,2024-07-31,2024-08-04,Burn,Arm,CLOSED,ADJ-10,Southern CA,17651.54,EMP-W-3880
CLM-00300,Ethan Perez,349-46-0853,1990-09-17,2024-05-27,2024-05-29,Fracture,Wrist,CLOSED,ADJ-15,Southern CA,27997,EMP-W-4570
CLM-00301,Steven Stein,522-71-3005,1991-02-24,2024-11-23,2024-11-27,Contusion,Shoulder,CLOSED,ADJ-05,Inland Empire,5677.24,EMP-W-1735
CLM-00302,Kelly Duncan,768-06-1898,1977-12-09,10/26/2024,2024-10-31,Sprain,Ankle,OPEN,ADJ-03,Southern CA,7514.79,EMP-W-3170
CLM-00303,Penny Bowman,048-28-3830,2005-05-13,07/27/2024,07/30/2024,Laceration,Forearm,OPEN,ADJ-07,Bay Area,4237.05,EMP-W-1519
CLM-00304,Willie Lara,293-74-2979,1962-07-16,2024-02-19,02/23/2024,Fracture,Wrist,CLOSED,ADJ-05,Northern CA,24733.81,EMP-W-2947
CLM-00305,Kathy Bailey,535-38-2379,21-NOV-1997,2025-02-18,2025-02-22,Burn,Arm,CLOSED,ADJ-12,Bay Area,13839.44,EMP-W-4238
CLM-00306,Adam Burgess,584-80-3186,1973-05-19,08-MAY-2025,2025-06-06,Laceration,Scalp,CLOSED,ADJ-15,Central Valley,6488.73,EMP-W-1387
CLM-00307,Stephanie Vargas,638-90-0377,1999-06-06,10/12/2024,2024-10-14,Sprain,Knee,CLOSED,ADJ-01,Northern CA,5067.97,EMP-W-4389
CLM-00308,Eric George,485-20-6521,2005-01-12,2024-07-05,2024-07-15,Sprain,Knee,OPEN,ADJ-10,Inland Empire,9717.79,EMP-W-3557
CLM-00309,Matthew Sweeney,334-86-9870,1986-01-31,2025-06-03,2025-06-04,Fracture,Arm,CLOSED,ADJ-02,Northern CA,12084.94,EMP-W-1904
CLM-00310,"Wall, Elijah",712-73-9995,1991-01-03,2024-01-18,2024-01-22,BURN,Hand,OPEN,ADJ-08,bay area,18954.41,EMP-W-3731
CLM-00311,Michael Wilson,350-04-8999,1971-06-26,04-JAN-2024,2024-01-06,Strain,Shoulder,OPEN,ADJ-01,Southern CA,7895.21,EMP-W-3135
CLM-00312,Dwayne Joseph,417-81-1193,1976-03-16,13-APR-2025,04/15/2025,Burn,Hand,OPEN,ADJ-14,Bay Area,20230.63,EMP-W-4663
CLM-00313,Jimmy Hernandez,016-72-7896,14-JUN-1990,16-APR-2024,2024-04-19,Fracture,Wrist,CLOSED,ADJ-07,Southern CA,19737.03,EMP-W-4005
CLM-00314,Shelly Spencer,871-66-4455,25-JAN-2004,09-MAY-2025,2025-05-10,Laceration,Forearm,CLOSED,ADJ-03,Sacramento,4983.86,EMP-W-1448
CLM-00315,Desiree Tyler,042-04-2691,1994-01-08,2025-02-04,02/04/2025,Burn,Face,CLOSED,ADJ-01,Central Valley,10833.31,EMP-W-1262
CLM-00316,Joshua Miranda,516-26-1230,28-DEC-1966,2024-02-20,2024-02-24,Laceration,Forearm,OPEN,ADJ-06,Inland Empire,2043.59,EMP-W-3779
CLM-00317,Carla Jones,301-81-9938,1966-06-11,2025-04-16,2025-04-20,Sprain,Ankle,CLOSED,ADJ-15,Sacramento,4044.42,EMP-W-1985
CLM-00318,Brian Lee,748-48-3613,2004-11-05,2024-10-14,2024-10-18,Laceration,Hand,OPEN,ADJ-12,Central Valley,2500.75,EMP-W-1210
CLM-00319,Derek Wright,688-17-9770,1970-10-19,2024-01-30,02-FEB-2024,Burn,Hand,CLOSED,ADJ-03,Sacramento,10780.44,EMP-W-1979
CLM-00320,Michael Poole,024-51-8585,2007-05-17,2024-09-13,09/14/2024,Sprain,Wrist,OPEN,ADJ-14,Central Valley,5189.1,EMP-W-1819
CLM-00321,John Allen,411-14-7655,1998-07-13,2024-02-09,2024-02-09,Sprain,Knee,CLOSED,ADJ-01,Southern CA,5172.91,EMP-W-2149
CLM-00322,"Villa, George",845-66-5207,1970-06-21,2024-06-09,06/13/2024,Strain  ,Shoulder,CLOSED,ADJ-11,bay area,7952.54,EMP-W-4632
CLM-00323,Heidi Burnett,744-22-9484,1983-06-12,2025-05-14,2025-05-16,Burn,Hand,OPEN,ADJ-02,Northern CA,11823.1,EMP-W-3105
